index,mid,spread,microprice,imbalance,ema_microprice,realized_vol
3955000,114.82229,0.02460,114.82104,-0.10111,114.87023,0.0001156
3960000,114.01462,0.05898,114.03051,0.53877,114.03522,0.0001156
3965000,114.87448,0.03210,114.87304,-0.08932,114.88056,0.0001156
3970000,114.54136,0.02705,114.54249,0.08368,114.53249,0.0001156
3975000,114.25207,0.03360,114.25834,0.37321,114.23243,0.0001156
3980000,114.37410,0.04295,114.38768,0.63215,114.42528,0.0001156
3985000,115.42258,0.04443,115.41648,-0.27438,115.40788,0.0001156
3990000,116.00087,0.02229,116.00177,0.08025,115.98574,0.0001156
3995000,115.25691,0.02420,115.25644,-0.03883,115.26698,0.0001156
4000000,115.16662,0.05917,115.16648,-0.00472,115.19969,0.0001156
4005000,114.85971,0.02863,114.85820,-0.10578,114.94053,0.0001156
4010000,115.24812,0.05417,115.24967,0.05720,115.22063,0.0001156
4015000,115.31711,0.03861,115.31304,-0.21082,115.27514,0.0001156
4020000,115.05330,0.02952,115.04702,-0.42528,114.99199,0.0001156
4025000,115.31635,0.02148,115.31769,0.12495,115.32833,0.0001156
4030000,114.88149,0.03308,114.88369,0.13280,114.87623,0.0001156
4035000,115.11137,0.05087,115.11934,0.31322,115.15287,0.0001156
4040000,115.00145,0.03337,115.00777,0.37851,114.97831,0.0001156
4045000,114.83049,0.04033,114.83369,0.15866,114.78743,0.0001155
4050000,115.53116,0.03845,115.52668,-0.23309,115.52662,0.0001155
4055000,116.59720,0.04462,116.58927,-0.35539,116.56395,0.0001155
4060000,117.23450,0.02773,117.23910,0.33197,117.23479,0.0001155
4065000,116.83803,0.03075,116.83599,-0.13317,116.86258,0.0001155
4070000,117.60772,0.05093,117.59673,-0.43141,117.56509,0.0001155
4075000,117.62678,0.04667,117.62642,-0.01540,117.60549,0.0001155
4080000,118.38536,0.04665,118.38066,-0.20146,118.35660,0.0001155
4085000,119.28451,0.03886,119.28096,-0.18257,119.31609,0.0001155
4090000,119.57682,0.04325,119.57909,0.10491,119.61976,0.0001155
4095000,118.22022,0.03138,118.22268,0.15644,118.24121,0.0001155
4100000,118.50598,0.02267,118.50755,0.13843,118.47761,0.0001155
4105000,118.72061,0.04293,118.72276,0.10057,118.74374,0.0001155
4110000,118.37663,0.03384,118.38009,0.20421,118.42564,0.0001155
4115000,119.47284,0.02450,119.47289,0.00467,119.45206,0.0001155
4120000,118.67444,0.03369,118.66986,-0.27200,118.67322,0.0001155
4125000,118.11220,0.02632,118.10404,-0.62063,118.12214,0.0001155
4130000,118.05110,0.03007,118.04538,-0.38048,118.07576,0.0001155
4135000,117.52560,0.03584,117.52708,0.08243,117.57506,0.0001155
4140000,117.10184,0.03339,117.10629,0.26600,117.11812,0.0001155
4145000,117.95701,0.04464,117.95741,0.01776,117.93531,0.0001154
4150000,116.97285,0.02416,116.97795,0.42212,116.95448,0.0001154
4155000,116.97175,0.05952,116.97202,0.00911,116.91992,0.0001154
4160000,116.93140,0.02400,116.93502,0.30204,116.90179,0.0001154
4165000,117.94170,0.03631,117.94554,0.21164,117.96459,0.0001154
4170000,117.58444,0.05215,117.58567,0.04718,117.56200,0.0001154
4175000,116.96062,0.05335,116.95428,-0.23776,116.92178,0.0001154
4180000,117.22252,0.04092,117.22080,-0.08380,117.21095,0.0001154
4185000,117.22153,0.04872,117.22692,0.22135,117.17844,0.0001154
4190000,117.77636,0.04312,117.76594,-0.48323,117.74389,0.0001154
4195000,118.37665,0.05970,118.37014,-0.21823,118.41120,0.0001154
4200000,118.77529,0.05081,118.76498,-0.40567,118.76302,0.0001154
4205000,118.54355,0.03710,118.54574,0.11781,118.55752,0.0001154
4210000,119.42215,0.03428,119.42135,-0.04665,119.37055,0.0001154
4215000,119.74182,0.04545,119.73962,-0.09673,119.72375,0.0001154
4220000,119.70976,0.04242,119.70955,-0.01004,119.69083,0.0001154
4225000,120.91331,0.02869,120.91137,-0.13522,120.88159,0.0001154
4230000,120.81616,0.05132,120.82465,0.33108,120.80210,0.0001154
4235000,121.01905,0.04611,121.00798,-0.48017,121.04309,0.0001154
4240000,121.09071,0.02992,121.08732,-0.22665,121.09560,0.0001153
4245000,121.18494,0.04999,121.17612,-0.35303,121.20554,0.0001153
4250000,121.82584,0.04874,121.83028,0.18229,121.85825,0.0001153
4255000,122.96130,0.05435,122.97045,0.33672,122.92306,0.0001153
4260000,121.81782,0.04324,121.82715,0.43159,121.84506,0.0001153
4265000,122.37738,0.04064,122.37146,-0.29139,122.37653,0.0001153
4270000,121.63599,0.03779,121.63642,0.02306,121.63756,0.0001153
4275000,121.24717,0.03338,121.24489,-0.13648,121.26418,0.0001153
4280000,121.37083,0.05254,121.37794,0.27072,121.38705,0.0001153
4285000,121.35630,0.05565,121.36268,0.22941,121.34422,0.0001153
4290000,122.37671,0.03669,122.37080,-0.32199,122.35008,0.0001152
4295000,121.70622,0.02002,121.71041,0.41784,121.70450,0.0001152
4300000,122.00538,0.04442,122.01065,0.23752,121.98600,0.0001152
4305000,122.75211,0.04929,122.74782,-0.17405,122.68938,0.0001152
4310000,122.19229,0.05693,122.20109,0.30919,122.19379,0.0001152
4315000,123.34789,0.03550,123.34538,-0.14177,123.30889,0.0001152
4320000,123.65009,0.03725,123.64748,-0.14032,123.66876,0.0001152
4325000,123.26167,0.03584,123.26697,0.29554,123.30587,0.0001152
4330000,123.75825,0.02239,123.75455,-0.33099,123.78022,0.0001152
4335000,123.93735,0.03464,123.92879,-0.49391,123.91897,0.0001152
4340000,122.27309,0.05788,122.27471,0.05604,122.24398,0.0001151
4345000,122.81802,0.02299,122.82312,0.44412,122.84115,0.0001151
4350000,123.15090,0.05628,123.16190,0.39083,123.19646,0.0001151
4355000,122.44881,0.04712,122.44835,-0.01936,122.45767,0.0001151
4360000,121.95389,0.03677,121.95527,0.07555,121.95001,0.0001151
4365000,121.16360,0.05940,121.16225,-0.04545,121.18836,0.0001151
4370000,121.72032,0.02185,121.71863,-0.15487,121.72362,0.0001151
4375000,120.85964,0.03187,120.85957,-0.00430,120.89639,0.0001151
4380000,122.45027,0.02844,122.45123,0.06726,122.41111,0.0001151
4385000,123.73468,0.03524,123.74400,0.52871,123.70538,0.0001151
4390000,124.24497,0.05220,124.26011,0.58016,124.26685,0.0001151
4395000,123.51362,0.02079,123.51522,0.15395,123.51740,0.0001150
4400000,123.06246,0.05114,123.06822,0.22495,123.01752,0.0001150
4405000,123.84327,0.03078,123.83910,-0.27101,123.85269,0.0001150
4410000,123.97714,0.04268,123.97759,0.02105,123.90614,0.0001150
4415000,122.99960,0.03037,122.99931,-0.01891,123.03095,0.0001150
4420000,122.91975,0.02247,122.91535,-0.39173,122.86732,0.0001150
4425000,122.33244,0.02346,122.32989,-0.21746,122.36899,0.0001150
4430000,122.55026,0.03579,122.54438,-0.32864,122.54873,0.0001150
4435000,123.48473,0.02049,123.48923,0.43968,123.50524,0.0001150
4440000,124.63785,0.05533,124.64193,0.14748,124.65221,0.0001150
4445000,124.11907,0.03534,124.11496,-0.23259,124.10000,0.0001149
4450000,122.54121,0.02058,122.53970,-0.14710,122.54144,0.0001149
4455000,122.08656,0.02379,122.07918,-0.61997,122.10473,0.0001149
4460000,120.30724,0.03414,120.30716,-0.00447,120.29594,0.0001149
4465000,120.48324,0.05278,120.48621,0.11244,120.45458,0.0001149
4470000,120.46431,0.03452,120.46931,0.28972,120.42769,0.0001149
4475000,119.38470,0.02659,119.38758,0.21614,119.35133,0.0001149
4480000,117.74755,0.05190,117.74955,0.07700,117.73471,0.0001149
4485000,117.46919,0.03465,117.46775,-0.08288,117.52926,0.0001149
4490000,116.91690,0.02620,116.91222,-0.35743,116.89937,0.0001149
4495000,116.20443,0.03564,116.19720,-0.40553,116.18939,0.0001149
4500000,117.04861,0.02521,117.05192,0.26282,117.04277,0.0001149
4505000,115.83827,0.02883,115.83783,-0.03059,115.84709,0.0001149
4510000,116.71009,0.04497,116.70929,-0.03578,116.73933,0.0001149
4515000,117.52597,0.05127,117.51955,-0.25046,117.53881,0.0001149
4520000,118.64946,0.02999,118.65308,0.24182,118.67745,0.0001149
4525000,117.98939,0.04422,117.99859,0.41599,118.02856,0.0001149
4530000,117.79103,0.02597,117.79855,0.57924,117.78349,0.0001149
4535000,117.82276,0.03740,117.82139,-0.07334,117.81252,0.0001149
4540000,116.59815,0.02237,116.60339,0.46828,116.60779,0.0001148
4545000,115.44686,0.02124,115.44996,0.29255,115.53772,0.0001148
4550000,114.75283,0.03537,114.74823,-0.25988,114.76328,0.0001148
4555000,113.27567,0.03975,113.27529,-0.01904,113.24968,0.0001148
4560000,112.93795,0.04466,112.93367,-0.19168,112.92408,0.0001148
4565000,112.46370,0.05021,112.47023,0.25995,112.50272,0.0001148
4570000,112.98101,0.03052,112.97720,-0.24980,112.96235,0.0001149
4575000,111.73017,0.05424,111.73853,0.30799,111.71172,0.0001149
4580000,111.33740,0.03189,111.33946,0.12937,111.34202,0.0001149
4585000,112.33139,0.03445,112.33405,0.15412,112.33805,0.0001149
4590000,113.48267,0.04011,113.47708,-0.27925,113.43234,0.0001149
4595000,113.35022,0.05350,113.35392,0.13833,113.34121,0.0001149
4600000,112.97822,0.03697,112.97303,-0.28087,112.99256,0.0001149
4605000,112.88240,0.02170,112.87951,-0.26660,112.87854,0.0001149
4610000,112.90422,0.05009,112.89468,-0.38098,112.93580,0.0001149
4615000,113.63172,0.03405,113.64139,0.56795,113.64315,0.0001149
4620000,113.50935,0.04124,113.51504,0.27600,113.52798,0.0001149
4625000,113.19760,0.02717,113.19618,-0.10437,113.17722,0.0001149
4630000,113.22564,0.02254,113.22286,-0.24623,113.20821,0.0001149
4635000,113.00171,0.05112,112.99199,-0.38004,113.00037,0.0001149
4640000,112.83552,0.02391,112.84030,0.40014,112.83335,0.0001149
4645000,112.60176,0.02007,112.60245,0.06882,112.60272,0.0001149
4650000,112.25779,0.05865,112.25604,-0.05959,112.24909,0.0001149
4655000,110.87658,0.02068,110.88193,0.51653,110.90102,0.0001149
4660000,112.41340,0.05444,112.41074,-0.09785,112.40746,0.0001149
4665000,111.55609,0.03221,111.55117,-0.30595,111.58125,0.0001149
4670000,110.62668,0.05224,110.63459,0.30299,110.59575,0.0001149
4675000,109.99571,0.02504,109.99619,0.03810,110.00411,0.0001149
4680000,110.37633,0.04873,110.38401,0.31493,110.36505,0.0001149
4685000,111.54710,0.03968,111.53743,-0.48740,111.55223,0.0001149
4690000,113.00503,0.03873,112.99549,-0.49296,112.92199,0.0001149
4695000,113.63280,0.05032,113.61688,-0.63256,113.64052,0.0001149
4700000,113.23476,0.05693,113.22518,-0.33659,113.24940,0.0001149
4705000,111.54508,0.04213,111.54406,-0.04837,111.56635,0.0001149
4710000,111.10906,0.05608,111.10378,-0.18823,110.99955,0.0001149
4715000,111.34561,0.04151,111.34851,0.13979,111.36448,0.0001149
4720000,112.01270,0.03064,112.01112,-0.10320,112.02233,0.0001149
4725000,112.14367,0.04141,112.13827,-0.26083,112.09176,0.0001149
4730000,112.81703,0.04311,112.81514,-0.08769,112.84807,0.0001149
4735000,112.68245,0.02045,112.68338,0.09087,112.69626,0.0001149
4740000,111.99022,0.05945,111.99021,-0.00034,111.98430,0.0001149
4745000,112.26974,0.03679,112.26310,-0.36126,112.21773,0.0001149
4750000,112.14091,0.04925,112.14356,0.10764,112.13069,0.0001149
4755000,112.99593,0.05050,113.00417,0.32614,112.98672,0.0001149
4760000,113.21579,0.03567,113.21102,-0.26743,113.21286,0.0001149
4765000,112.71205,0.02472,112.71467,0.21172,112.69232,0.0001149
4770000,111.77614,0.03549,111.77468,-0.08258,111.82003,0.0001149
4775000,110.46388,0.02716,110.45867,-0.38383,110.45885,0.0001149
4780000,110.33868,0.02914,110.34135,0.18343,110.33928,0.0001149
4785000,110.62946,0.03307,110.63018,0.04304,110.59989,0.0001149
4790000,111.38375,0.03984,111.38284,-0.04581,111.40514,0.0001149
4795000,113.24047,0.03586,113.24930,0.49263,113.26248,0.0001149
4800000,112.77720,0.02242,112.77922,0.18027,112.75642,0.0001149
4805000,111.98542,0.02421,111.98310,-0.19131,111.88261,0.0001149
4810000,111.81256,0.04891,111.82266,0.41313,111.83458,0.0001149
4815000,112.58537,0.04463,112.59224,0.30791,112.59126,0.0001149
4820000,111.72231,0.04406,111.71020,-0.54976,111.71027,0.0001149
4825000,112.56221,0.05346,112.56090,-0.04902,112.51964,0.0001149
4830000,112.56609,0.04899,112.55702,-0.37024,112.58426,0.0001150
4835000,112.57221,0.05226,112.58343,0.42936,112.56703,0.0001150
4840000,113.33556,0.02419,113.34284,0.60217,113.34904,0.0001150
4845000,115.26435,0.04501,115.26525,0.04002,115.25820,0.0001150
4850000,115.53102,0.05957,115.51487,-0.54231,115.52569,0.0001150
4855000,116.40861,0.04685,116.40519,-0.14571,116.41231,0.0001150
4860000,115.63593,0.02442,115.63733,0.11416,115.66169,0.0001149
4865000,116.20742,0.03398,116.20235,-0.29815,116.21105,0.0001149
4870000,115.32133,0.02394,115.31440,-0.57882,115.30161,0.0001149
4875000,116.12506,0.04694,116.13085,0.24656,116.08505,0.0001149
4880000,116.51668,0.05891,116.50996,-0.22828,116.54124,0.0001149
4885000,116.50325,0.02441,116.50698,0.30598,116.48726,0.0001149
4890000,115.21701,0.04118,115.20984,-0.34853,115.18093,0.0001149
4895000,116.22387,0.02648,116.22021,-0.27615,116.21723,0.0001149
4900000,115.64261,0.03000,115.64401,0.09326,115.65334,0.0001149
4905000,117.90830,0.05910,117.90579,-0.08504,117.91842,0.0001149
4910000,117.16994,0.04027,117.16597,-0.19722,117.17431,0.0001149
4915000,116.91048,0.05041,116.90676,-0.14743,116.87999,0.0001149
4920000,117.36168,0.02109,117.36832,0.62954,117.32630,0.0001149
4925000,117.19159,0.03461,117.18864,-0.17018,117.20522,0.0001149
4930000,117.57606,0.03740,117.57163,-0.23666,117.58774,0.0001149
4935000,118.06291,0.03137,118.06883,0.37745,118.04682,0.0001149
4940000,117.57066,0.02312,117.56797,-0.23266,117.59958,0.0001149
4945000,118.17186,0.02824,118.17421,0.16688,118.17655,0.0001149
4950000,120.19870,0.05318,120.19347,-0.19658,120.17012,0.0001149
4955000,120.41555,0.02993,120.40964,-0.39472,120.41450,0.0001149
4960000,120.34509,0.05147,120.34699,0.07360,120.26405,0.0001149
4965000,120.08052,0.04050,120.07612,-0.21725,120.08546,0.0001149
4970000,118.66410,0.02906,118.66953,0.37357,118.69578,0.0001149
4975000,118.65407,0.03176,118.64764,-0.40526,118.59832,0.0001149
4980000,118.12062,0.04388,118.12366,0.13862,118.11845,0.0001149
4985000,117.68507,0.05133,117.68122,-0.15003,117.66902,0.0001149
4990000,117.00150,0.03654,117.00139,-0.00588,117.03874,0.0001149
4995000,115.79388,0.02598,115.78884,-0.38767,115.86850,0.0001149
